kód okresu,kód KÚ,názov obce
713,800309,Babie
713,801640,Banské
713,802662,Benkovce
713,807591,Bystré
713,807974,Cabov
713,808661,Čaklov
713,809217,Čemerné
713,809501,Čičava
713,809691,Čierne nad Topľou
713,810070,Ďapalovce
713,810100,Davidov
713,810355,Detrík 0,16962,0,0166
713,811025,Dlhé Klčovo
713,813877,ĎurĎoš
713,815101,Giglovce
713,815144,Girovce
713,815748,Hanušovce nad Topľou
713,816043,Hencovce
713,816094,Hermanovce nad Topľou
713,816221,Hlinné
713,816591,Holčíkovce
713,822353,Jasenovce
713,822493,Jastrabie nad Topľou
713,822931,Juskova Voľa
713,823457,Kamenná Poruba pri Topli
713,824020,Kladzany
713,825794,Komárany
713,829765,Kučín nad Ondavou
713,830127,Kvakovce
713,834742,Majerovce
713,834998,Malá Domaša
713,836397,Matiaška
713,836591,Medzianky
713,836737,Merník
713,836893,Michalok
713,841072,Nižný Hrabovec
713,841099,Nižný Hrušov
713,841145,Nižný Kručov
713,841765,Nová Kelča
713,843814,Ondavské Matiašovce
713,845744,Pavlovce nad Topľou
713,845949,Petkovce
713,846091,Petrovce nad Topľou
713,846686,Piskorovce
713,848697,Poša
713,850284,Prosačov
713,851175,Radvanovce
713,851205,Rafajovce
713,851981,Remeniny
713,853381,Rudlov
713,853640,Ruská Voľa
713,854301,Sačurov
713,854697,Sečovská Polianka
713,854743,Sedliská
713,855898,Skrabské
713,856495,Slovenská Kajňa
713,857271,Soľ
713,861138,Štefanovce pri Ondave
713,864030,Tovarné
713,864048,Tovarnianska Polianka
713,867497,Vavrinec
713,867578,Vechec
713,869767,Vlača
713,870315,Vranov nad Topľou
713,853747,Vyšný Kazimír
713,871621,Vyšný Žipov
713,872326,Zámutov
713,873471,Zlatník
713,873969,Žalobín
801,,okres GELNICA
801,814741,Gelnica
801,816001,Helcmanovce
801,816035,Henclová
801,819441,Hrišovce
801,821845,Jaklovce
801,824895,Kluknava
801,825166,Kojšov
801,836044,Margecany
801,837890,Mníšek nad Hnilcom
801,839299,Nálepkovo
801,849120,Prakovce
801,852350,Richnava
801,836052,Rolová Huta
801,856819,Smolnícka Huta
801,856851,Smolník
801,858366,Stará Voda
801,862401,Švedlár
801,866342,Úhorná
801,868973,Veľký Folkmar
801,872547,Závadka
801,873942,Žakarovce
802,,okres KOŠICE I
802,877891,Brody
802,827274,Čermeľ
802,827029,Huštáky
802,827444,Kamenné
802,823678,Kavečany
802,826928,Košice-stred
802,826952,Letná
802,881171,Nové ahanovce
802,827312,Severné Mesto
802,827452,ahanovce
803,,okres KOŠICE II
803,881228,Grunt
803,827207,Terasa
803,833134,Lorinčík
803,827142,Luník
803,827428,Myslava
803,827401,Pereš
803,827495,Poľov
803,827509,Šaca
803,878049,Železiarne
804,,okres KOŠICE III
804,827339,Furča
804,827347,Košická Nová Ves
805,,okres KOŠICE IV
805,827380,Barca pri Košiciach
805,877999,Jazero
805,828416,Krásna nad Hornádom
805,881406,Nižná Úvrať
805,860701,Šebastovce
805,881317,Skladná
805,827088,Vyšné Opátske
806okres KOŠICE-OKOLIE
806,800431,Bačkovík
806,802123,Baška
806,802565,Belža
806,802611,Beniakovce
806,802875,Bidovce
806,803111,Blažice
806,820547,Bočiar
806,803413,Bohdanovce
806,803626,Boliarov
806,807150,Budimír
806,807281,Budulov
806,807389,Bukovec pri Košiciach
806,807435,Bunetice
806,807486,Buzica
806,854328,Byster
806,808113,Cestice
806,808636,Čakanovce pri Bidovciach
806,808750,Čaňa
806,809004,Čečejovce
806,809934,Čižatice
806,810118,Debraď
806,812935,Drienovec
806,813893,Ďurďošík
806,813915,Ďurkov
806,871699,Dvorníky
806,814733,Geča
806,815306,Gyňov
806,815365,Hačava
806,866008,Háj
806,815691,Haniska
806,816060,Herľany
806,816574,Hodkovce
806,841455,Hosťovce
806,819212,Hrašovík
806,820636,Hýľov
806,841463,Chorváty
806,820954,Chrastné
806,845914,Chym
806,822043,Janík
806,822434,Jasov
806,823210,Kalša
806,823708,Kecerovské Kostoľany
806,823732,Kecerovské Pekľany
806,823741,Kecerovský Lipovec
806,819085,Kechnec
806,825409,Kokšov-Bakša
806,826049,Komárovce
806,813079,Kostoľany nad Hornádom
806,827606,Košická Belá
806,827622,Košická Polianka
806,875309,Košické Hámre
806,827673,Košický Klečenov
806,828238,Kráľovce nad Torysou
806,830259,Kysak
806,835030,Malá Ida
806,835137,Malá Lodina
806,813087,Malá Vieska
806,875317,Malý Folkmár
806,836583,Medzev
806,819107,Milhosť
806,838268,Mokrance
806,838322,Moldava nad Bodvou
806,838730,Mudrovce
806,840793,Nižná Hutka
806,840823,Nižná Kamenica
806,840840,Nižná Myšľa
806,841064,Nižný Čaj
806,841129,Nižný Klátov
806,841153,Nižný Lánec
806,836567,Nižný Medzev
806,827631,Nižný Olčvár
806,841854,Nová Polhora
806,841978,Nováčany
806,842915,Nový Salaš
806,843041,Obišovce
806,843768,Olšovany
806,843857,Opátka
806,843997,Opiná
806,845302,Paňovce
806,845884,Peder
806,845922,Perín
806,847046,Ploské nad Torysou
806,848506,Poproč nad Bodvou
806,851272,Rákoš
806,851639,Rankovce
806,852058,Rešica
806,852899,Rozhanovce
806,853518,Rudník pri Jasove
806,853691,Ruskov
806,875414,Ružín
806,854921,Seňa
806,855791,Skároš
806,855987,Slančík
806,856002,Slanec
806,856011,Slanská Huta
806,856037,Slanské Nové Mesto
806,857220,Sokoľ
806,820555,Sokoľany
806,859877,Svinica
806,860751,Šemša
806,861359,Štós
806,813095,Tepličany
806,864137,Trebejov
806,865460,Trsťany
806,865508,Trstené pri Hornáde
806,866016,Turňa nad Bodvou
806,841471,Turnianska Nová Ves
806,866717,Vajkovce
806,866725,Valaliky
806,871702,Včeláre
806,867748,Veľká Ida
806,867811,Veľká Lodina
806,870749,Vtáčkovce
806,871192,Vyšná Hutka
806,871222,Vyšná Kamenica
806,871231,Vyšná Myšľa
806,871486,Vyšný Čaj
806,871516,Vyšný Klátov
806,871559,Vyšný Lánec
806,827649,Vyšný Olčvár
806,871711,Zádiel
806,854344,Zdoba
806,873322,Zlatá Idka
806,873977,Žarnov
806,874060,Ždaňa
806,816078,Žírovce
807,,okres MICHALOVCE
807,800490,Bajany
807,801011,Bánovce nad Ondavou
807,802794,Beša
807,804002,Bracovce
807,853585,Budince
807,807231,Budkovce
807,808997,Čečehov
807,809497,Čičarovce
807,809705,Čierne Pole
807,812757,Drahňov
807,813451,Dúbravka
807,814199,Falkušovce
807,815918,Hatalov
807,815977,Hažín
807,816507,Hnojné
807,818577,Horovce nad Ondavou
807,835455,Hradištská Moľva
807,821276,Iňačovce
807,821527,Ižkovce
807,822507,Jastrabie pri Michalovciach
807,822850,Jovsa
807,822957,Kačanov
807,823228,Kaluža
807,823589,Kapušianske Kľačany
807,836435,Kapušianske Vojkovce
807,824844,Klokočov pri Zemplínskej šírave
807,828751,Krásnovce
807,829056,Krišovská Liesková
807,843059,Kucany
807,829951,Kusín
807,830666,Lastomír
807,830704,Laškovce
807,831417,Lesné
807,833240,Ložín
807,834041,Lúčky pri Zemplínskej šírave
807,835463,Malčice
807,835668,Malé Raškovce
807,836087,Markovce
807,836443,Maťovce
807,836915,Michalovce
807,837318,Močarany
807,838411,Moravany
807,839205,Nacina Ves
807,843067,Oborín
807,844322,Oreské
807,845230,Palín
807,845787,Pavlovce nad Uhom
807,845965,Petrikovce
807,846112,Petrovce nad Laborcom
807,848646,Poruba pod Vihorlatom
807,849103,Pozdišovce
807,850446,Ptrukša
807,850683,Pusté Čemerné
807,851523,Rakovec nad Ondavou
807,853593,Ruská
807,855171,Senné pri Stretave
807,856193,Slavkovce
807,856444,Sliepkovce
807,858374,Staré
807,837075,Stráňany
807,858935,Strážske
807,859061,Stretava
807,859079,Stretavka
807,859494,Suché
807,860417,Šamudovce
807,837431,Topoľany
807,864757,Trhovište
807,865273,Trnava pri Laborci
807,866121,Tušice
807,866130,Tušická Nová Ves
807,868043,Veľké Kapušany
807,868256,Veľké Raškovce
807,868582,Veľké Slemence 0,26721,0,0282
807,869503,Vinné
807,869970,Vojany
807,870129,Voľa
807,870439,Vrbnica
807,837156,Vrbovec
807,871117,Vysoká nad Uhom
807,868779,Zalužice
807,872504,Závadka pri Zemplínskej šírave
807,872971,Zbudza
807,873209,Zemplínska Široká
807,826201,Zemplínske Kopčany
807,874051,Žbince
808,,okres ROŽŇAVA
808,800252,Ardovo
808,802841,Betliar
808,803464,Bohúňovo
808,803715,Bôrka
808,806161,Brdárka
808,806391,Bretka
808,807052,Brzotín
808,809586,Čierna Lehota pri Slavošovciach
808,809942,Čoltovo
808,853178,Čučma
808,810185,Dedinky
808,811017,Dlhá Ves
808,811378,Dobšiná
808,813061,Drnava
808,814903,Gemerská Hôrka
808,814911,Gemerská Panica
808,814938,Gemerská Poloma
808,815179,Gočaltovo
808,815187,Gočovo
808,815713,Hanková
808,816027,Henckovce
808,816892,Honce
808,819255,Hrhov
808,819972,Hrušov nad Turňou
808,821721,Jablonov nad Turňou
808,822841,Jovice
808,823767,Kečovo
808,824976,Kobeliarovo
808,825018,Koceľovce
808,827797,Kováčová pri Hrhove
808,828700,Krásnohorská Dlhá Lúka
808,828734,Krásnohorské Podhradie
808,829650,Kružná
808,829897,Kunova Teplica
808,832383,Lipovník pri Rožňave
808,833991,Lúčka pri Hrhove
808,836095,Markuška
808,836681,Meliata
808,853151,Nadabula
808,840912,Nižná Slaná
808,843261,Ochtiná
808,844934,Pača
808,845639,Pašková
808,846155,Petrovo
808,846929,Plešivec
808,851558,Rakovnica
808,851965,Rejdová
808,852732,Rochovce
808,852791,Roštár
808,852902,Rozložná
808,852945,Rožňava
808,853275,Rožňavské Bystré
808,853402,Rudná
808,855499,Silica
808,855502,Silická Brezová
808,855511,Silická Jablonica
808,856177,Slavec
808,856231,Slavoška
808,856258,Slavošovce
808,858854,Stratená
808,861341,Štítnik
808,803472,Tiba
808,856185,Vidová
808,869813,Vlachovo
808,871311,Vyšná Slaná
809,,okres SOBRANCE
809,802158,Baškovce pri Sobranciach
809,802603,Beňatina
809,802867,Bežovce
809,803057,Blatná Polianka
809,803073,Blatné Remety
809,803090,Blatné Revištia
809,807443,Bunkovce
809,814211,Fekišovce
809,816230,Hlivištia
809,817147,Horňa
809,820482,Husák
809,820849,Choňkovce
809,821284,Inovce
809,822337,Jasenov nad Oknou
809,822744,Jenkovce
809,825719,Kolibabovce
809,826057,Komárovce pri Sobranciach
809,826162,Koňuš
809,826537,Koromľa
809,828858,Krčava
809,829030,Kristy
809,831247,Lekárovce
809,840891,Nižná Rybnica
809,840998,Nižné Nemecké
809,844241,Orechová
809,844586,Ostrov pri Sobranciach
809,846082,Petrovce pri Krčave
809,846678,Pinkovce
809,847364,PodhoroĎ
809,848620,Porostov
809,848671,Porúbka pri Sobranciach
809,849847,Priekopa
809,851990,Remetské Hámre
809,853607,Ruská Bystrá
809,853721,Ruskovce
809,853739,Ruský Hrabovec
809,854760,Sejkov
809,857190,Sobrance
809,859648,Svätuš
809,862525,Tašuľa
809,863173,Tibava
809,866245,Úbrež
809,868272,Veľké Revištia
809,870056,Vojnatina
809,871290,Vyšná Rybnica
809,871401,Vyšné Nemecké
809,871427,Vyšné Remety
809,871745,Záhor
810,,okres SPIŠSKÁ NOVÁ VES
810,800261,Arnutovce
810,802824,Betlanovce
810,807575,Bystrany
810,810053,Danišovce
810,815781,Harichovce
810,816132,Hincovce
810,816434,Hnilčík
810,816477,Hnilec
810,818909,Hrabušice
810,820938,Chrasť nad Hornádom
810,821209,Iliašovce
810,822027,Jamník na Spiši
810,822990,Kaľava
810,825760,Kolinovce
810,829307,Krompachy
810,831514,Letanovce
810,832031,Lieskovany
810,836125,Markušovce
810,836389,Matejovce nad Hornádom
810,837814,Mlynky
810,856665,Nižné Slovinky
810,843164,Odorín
810,843466,Olcnava
810,843725,Oľšavka
810,848557,Poráč
810,853411,Rudňany
810,856169,Slatvina
810,856754,Smižany
810,857386,Spišská Nová Ves
810,857670,Spišské Tomášovce
810,857696,Spišské Vlachy
810,857734,Spišský Hrušov
810,862738,Šafárka
810,862720,Teplička
810,869759,Vítkovce
810,870030,Vojkovce
810,856681,Vyšné Slovinky
810,874183,Žehra
811,,okres TREBIŠOV
811,800414,Bačka
811,800422,Bačkov
811,802905,Biel
811,803561,Boľ
811,803847,Borša
811,803944,Boťany
811,803987,Božčice
811,806170,Brehov
811,806421,Brezina
811,807681,Byšta
811,807991,Cejkov
811,809195,Čeľovce
811,809276,Čerhov
811,809331,Černochov
811,809551,Čierna
811,809594,Čierna nad Tisou
811,810096,Dargov
811,811181,Dobrá nad Krčavou
811,813991,Dvorianky
811,814172,Egreš
811,819069,Hraň
811,819247,Hrčeľ
811,819263,Hriadky
811,831263,Kapoňa
811,823635,Kašov
811,858960,Klin nad Bodrogom
811,827908,Kožuchov
811,828360,Kráľovský Chlmec
811,828815,Kravany pri Sečovciach
811,830089,Kuzmice nad Ronvou
811,830275,Kysta
811,830500,Ladmovce
811,830682,Lastovce
811,831271,Leles
811,834092,Luhyňa
811,801674,Malá Bara
811,864765,Malá Tŕňa
811,835650,Malé Ozorovce
811,835706,Malé Trakany
811,835854,Malý Horeš
811,835862,Malý Kamenec
811,875384,Malý Kazimír
811,842893,Malý Ruskov
811,836842,Michaľany
811,837563,Milhostov
811,841200,Nižný Žipov
811,857343,Nová Vieska pri Bodrogu
811,842851,Novosad
811,845361,Parchovany
811,875376,Pavlovo
811,846881,Plechotice
811,847895,Poľany
811,849677,Pribeník
811,850845,Rad
811,854531,Sečovce
811,855570,Sirník
811,856452,Slivník
811,856631,Slovenské Nové Mesto
811,857319,Soľnička
811,857351,Somotor
811,873179,Stanča
811,857840,Stankovce
811,858889,Strážne
811,858978,Streda nad Bodrogom
811,803332,Svätá Mária
811,846902,Svätuše
811,859885,Svinice
811,864188,Trebišov
811,865303,Trnávka pri Sečovciach
811,873187,Úpor
811,857360,Véč
811,867586,Veľaty
811,801682,Veľká Bara
811,864773,Veľká Tŕňa
811,868230,Veľké Ozorovce
811,868698,Veľké Trakany
811,869007,Veľký Horeš
811,869015,Veľký Kamenec
811,823686,Veľký Kazimír
811,842907,Veľký Ruskov
811,869473,Viničky
811,869627,Višňov
811,869996,Vojčice
811,870005,Vojka
811,872393,Zatín
811,872822,Zbehňov
811,873161,Zemplín
811,873217,Zemplínska Teplica
811,873241,Zemplínske Hradište
811,873250,Zemplínske Jastrabie
811,873268,Zemplínsky Branč
811,873195,Zemplínsky Klečenov
